lineage	No	Yes	total	open_ratio
B.1.173	6.0	19.0	76.13431048069344	0.24955896861794163
B.1.1.237	88.0	19.0	321.26628153038246	0.05914097150031337
B.1.521	107.0	19.0	378.22614538665334	0.05023449656177699
B.1.1.168	10.0	19.0	87.97909951549799	0.21596038268899362
B.1.177.63	199.0	18.0	651.124416037704	0.02764448630192005
B.1.1.86	5.0	18.0	70.16736705996443	0.25652950586869466
B.1.106	11.0	18.0	87.92774847870183	0.20471353254723704
AK.1	32.0	18.0	150.53935432443205	0.11957006246491292
B.1.501	75.0	18.0	279.2902219837704	0.0644490876628183
B.1.1.251	25.0	18.0	129.62689313340178	0.13886007420910582
B.1.546	156.0	18.0	522.1551570425783	0.03447251215893329
B.1.177.62	43.0	18.0	183.44226695380829	0.09812351481969253
B.61	85.0	18.0	309.2620618586866	0.05820306536087467
B.1.40	19.0	18.0	111.72814105832974	0.16110533863266163
B.1.594	10.0	18.0	84.9606377229328	0.2118628165045116
B.51	3.0	18.0	64.27714285714285	0.28003733831177496
B.1.378	34.0	18.0	156.5186566106212	0.11500226484041096
B.1.36.23	20.0	18.0	114.70905929655522	0.1569187308341962
AP.1	371.0	18.0	1167.0694073643854	0.015423247226272288
B.1.1.517	4.0	18.0	67.21980453623455	0.26777822583963595
B.59	91.0	17.0	324.23605379849755	0.05243093666124176
B.1.12	81.0	17.0	294.2601273851543	0.05777201332394198
B.1.1.445		17.0	52.48571428571429	0.32389765922700053
C.36.2	1.0	17.0	55.40459482038429	0.30683375729237194
B.1.335	55.0	17.0	216.35397341250737	0.07857493778303419
B.1.567	87.0	17.0	312.24512812814237	0.05444440431116467
B.1.574	214.0	17.0	693.1103837499157	0.024527117755797245
B.26	34.0	17.0	153.49945711183494	0.11074957735918459
AS.2	20.0	17.0	111.68777161916907	0.15221003833764624
B.4	270.0	17.0	861.0888471182583	0.01974244592400962
B.1.397	39.0	17.0	168.4549468459669	0.10091719072841825
B.1.177.26	83.0	17.0	300.2549278113603	0.05661855451937997
B.1.177.30	151.0	16.0	501.14369883740426	0.031926970322321044
B.1.1.380	64.0	16.0	240.29987515605492	0.06658347196231093
B.1.250	32.0	16.0	144.49942329873124	0.11072708551176955
B.1.77		16.0	49.484848484848484	0.32333129210042866
B.1.177.85	74.0	16.0	270.2665789617936	0.05920080855525185
B.1.1.77	5.0	16.0	64.13606957259518	0.24946960589609737
B.1.258.2	186.0	16.0	606.118804117989	0.026397465136035258
AF.1	2.0	16.0	55.32262382864792	0.2892126022358806
B.1.1.433	383.0	16.0	1197.0601493684526	0.013366078562085049
C.23	38.0	16.0	162.44403911435376	0.0984954578033896
B.1.231	4.0	16.0	61.192156862745094	0.26147141758523457
B.1.1.208	28.0	16.0	132.5447063224841	0.12071398733248281
B.5	8.0	15.0	69.97370233802017	0.21436624758741338
B.1.38	15.0	15.0	90.74793388429752	0.16529301944355904
B.1.111	154.0	15.0	507.13312444407205	0.029578032427763922
B.1.1.178	7.0	15.0	67.01752520114677	0.22382205184358744
B.1.407	3.0	15.0	55.24057315233786	0.27153954320195495
B.1.416	332.0	15.0	1041.064840152367	0.014408324459218743
B.1.549	16.0	15.0	93.72393291921328	0.16004450019110347
B.1.438.4	7.0	15.0	67.01752520114677	0.22382205184358744
B.1.1.463	1.0	15.0	49.39290796963947	0.30368732307116053
B.1.362	158.0	15.0	519.1300469423285	0.028894493948770392
B.1.1.306	1218.0	15.0	3699.0182481451748	0.004055130035522684
B.1.313	95.0	15.0	330.20450321926677	0.045426394412433256
B.1.602	32.0	15.0	141.47818345004345	0.1060234138876724
B.1.1.428	17.0	15.0	96.70142086766845	0.15511664529238745
B.1.1.243	60.0	15.0	225.2998668442077	0.0665779354870739
B.1.544	37.0	14.0	153.41139630698905	0.09125788785589845
B.1.398	182.0	14.0	588.1071363506234	0.02380518639320395
B.1.215	78.0	14.0	276.2281979952062	0.05068273297805376
B.1.240.2	11.0	14.0	75.83689873417721	0.18460670509579605
B.1.177.72	137.0	14.0	453.1390586200729	0.03089559315993123
B.1.1.351	42.0	14.0	168.37472160356347	0.08314787318825004
B.1.36.29	308.0	14.0	966.0652159237334	0.014491775264481978
B.1.170	24.0	14.0	114.55174289963364	0.12221551279465322
B.1.595.3	13.0	14.0	81.7753119967794	0.1712008142573809
B.1.595.4	118.0	14.0	396.15906961300226	0.035339339860819656
B.1.264	28.0	14.0	126.49934123847167	0.11067251309718476
B.1.1.521	81.0	14.0	285.22099552468416	0.04908474558209157
B.1.304	26.0	14.0	120.52423771001867	0.11615920802323597
B.1.493	2.0	14.0	49.30085551330799	0.28397073142515594
B.1.325	73.0	13.0	258.22667781940413	0.050343365409718836
B.1.254	13.0	13.0	78.74761904761905	0.16508435629195137
AS.1	35.0	13.0	144.40586903989035	0.09002404186500834
B.1.258.16	453.0	13.0	1398.0418450760626	0.009298720239159019
B.1.1.13	4.0	13.0	52.138648352742116	0.24933519396300755
B.1.177.3	65.0	13.0	234.2499110636784	0.0554962857444419
B.1.1.92		13.0	40.48148148148148	0.3211344922232388
B.1.1.234	31.0	13.0	132.4426874926875	0.09815566450747056
B.1.258.14	66.0	13.0	237.2467498391762	0.05479527120524257
B.1.1.145	2.0	13.0	46.28783297336213	0.28085134180900806
B.1.1.119	4.0	13.0	52.138648352742116	0.24933519396300755
B.1.1.315	51.0	13.0	192.30452658439975	0.067601112833371
B.1.160.33	96.0	13.0	327.17886647565575	0.03973361769980729
B.1.438.1	223.0	13.0	708.0826239046875	0.018359439366428917
B.1.218	125.0	13.0	414.1412882768873	0.03139025344246391
B.1.1.362	21.0	13.0	102.57246046805818	0.12673967203943884
B.1.1.258	179.0	13.0	576.1015565317575	0.022565465849914566
B.30	37.0	13.0	150.38966287652104	0.08644211145465351
B.1.1.482	8.0	12.0	60.895566502463055	0.19705868077464447
B.1.1.113	48.0	12.0	180.2998336106489	0.06655580185344805
B.1.444	1.0	12.0	40.36879120879121	0.2972593342697547
B.1.1.159	61.0	12.0	219.24648290559884	0.05473291904603483
B.1.1.155	1.0	12.0	40.36879120879121	0.2972593342697547
B.1.1.107	11.0	12.0	69.77968305566843	0.17196982666755178
B.1.557	2.0	12.0	43.272984441301276	0.2773092763286919
B.1.480	46.0	12.0	174.3101606466796	0.06884280271144702
B.1.1.289	380.0	12.0	1176.0459177697237	0.010203683222468927
B.1.1.166	8.0	12.0	60.895566502463055	0.19705868077464447
B.1.586	69.0	12.0	243.2221545437626	0.049337610804861355
B.1.507	58.0	12.0	210.25703802923533	0.05707300032606496
B.1.1.266	63.0	12.0	225.2399147575919	0.053276525223847036
B.1.587	123.0	12.0	405.133318706233	0.029619879298797794
B.1.147	746.0	12.0	2274.0237466191884	0.00527698974904748
B.1.485	40.0	12.0	156.34589838206074	0.07675289293919137
B.1.1.361	2.0	12.0	43.272984441301276	0.2773092763286919
P.1	143.0	12.0	465.1161193673226	0.025800008858697657
L.2	49.0	12.0	183.29492361896132	0.06546826154850824
B.1.1.512	7.0	11.0	54.91156634631597	0.20032209481378221
B.1.1.302	206.0	11.0	651.076033906334	0.016895108139677734
B.1.310	4.0	11.0	46.09125090383225	0.23865700722575545
B.1.1.355	29.0	11.0	120.4120289629399	0.0913529993202386
B.1.1.514	5.0	11.0	49.02402007648183	0.2243798036725471
B.1.198		11.0	34.47826086956522	0.31904161412358134
B.1.1.58	39.0	11.0	150.32975853123128	0.07317247168806387
B.1.167	10.0	11.0	63.782488135231695	0.17246113034470822
B.1.1.348	45.0	11.0	168.29447090789202	0.06536162442330222
B.1.438	49.0	11.0	180.27486016733695	0.0610179366650982
B.1.589	75.0	11.0	258.19181294175127	0.04260398451317907
A.2.5.2	40.0	11.0	153.3233018509533	0.0717438241102659
B.1.443	74.0	11.0	255.19406842745397	0.0431044501456626
B.1.599	37.0	11.0	144.3434771234755	0.07620711527262355
B.1.383	80.0	11.0	273.1812785657593	0.04026630249975975
B.1.359	15.0	11.0	78.63290817766239	0.13989054016858582
B.1.606	90.0	11.0	303.16333699210315	0.036284070854803036
B.1.479	3.0	11.0	43.16784828075151	0.2548192795818569
R.1	61.0	11.0	216.22908570725073	0.050871972029205785
B.1.1.134	52.0	10.0	186.24183072268457	0.05369363027197726
B.1.450	55.0	10.0	195.2306783051464	0.05122145805573628
B.1.142	257.0	10.0	801.0561784619451	0.012483518970168032
G.1	7.0	10.0	51.87735094037615	0.19276234847637524
B.1.149	56.0	10.0	198.22718586924046	0.05044716725483077
B.1.1.518	39.0	10.0	147.30591039408284	0.06788593867854532
B.1.35	94.0	10.0	312.1442085545911	0.03203647457149952
B.1.163	22.0	10.0	96.46799076773567	0.10366132766335756
B.1.405	16.0	10.0	78.57551112617192	0.12726611455244102
B.1.478	18.0	10.0	84.53458265435452	0.1182947816858345
B.1.103	29.0	10.0	117.38419531538798	0.08519034417820891
B.1.1.226	92.0	10.0	306.1470352767873	0.03266404324627546
A.26		10.0	31.476190476190474	0.3177004538577912
B.1.1.423	4.0	10.0	43.062544420753376	0.23222037003416462
B.1.531		10.0	31.476190476190474	0.3177004538577912
A.2.5	21.0	10.0	93.48303613170373	0.10697127964384344
B.1.1.209	62.0	10.0	216.208266418278	0.04625170057399162
B.1.9.2		10.0	31.476190476190474	0.3177004538577912
B.1.550	46.0	9.0	165.2453330132485	0.05446447313146464
B.1.1.378	31.0	9.0	120.33718448114676	0.0747898501930634
B.1.474	139.0	9.0	444.09120997095414	0.020266107047218176
AA.7	74.0	9.0	249.16261521024256	0.03612098866599964
B.1.1.55	37.0	9.0	138.29327066011913	0.06507908849823313
AV.1	1.0	9.0	31.330622009569378	0.2872588995281074
B.1.1.203	8.0	9.0	51.79005912416074	0.17377852337305755
M.3		9.0	28.473684210526315	0.31608133086876156
B.1.502	10.0	9.0	57.70761033911729	0.15595863261555507
W.1	35.0	9.0	132.30658101239135	0.06802382716818216
B.1.276	28.0	9.0	111.36446639577328	0.0808157241827505
B.1.541	126.0	9.0	405.099991771579	0.022216737059512874
B.1.302	23.0	9.0	96.42125972289742	0.09334041087893757
B.1.570	11.0	9.0	60.672496909765144	0.14833739269681293
B.1.1.341	3.0	9.0	37.11363636363637	0.24249846907532147
B.1.9.5	100.0	9.0	327.12383758021394	0.02751251656429077
B.1.620	28.0	9.0	111.36446639577328	0.0808157241827505
B.1.1.14	36.0	9.0	135.29977827050996	0.06651895601784329
B.1.309	8.0	9.0	51.79005912416074	0.17377852337305755
B.1.539	5.0	9.0	42.95707160669754	0.20951148817594886
B.1.1.149	24.0	9.0	99.40852974186306	0.09053549049936212
M.2		8.0	25.470588235294116	0.3140877598152425
B.1.619	35.0	8.0	129.27886896170887	0.06188172950654079
B.1.423	52.0	8.0	180.1999260081391	0.04439513476625214
B.1.406	93.0	8.0	303.11879635783276	0.026392292712049348
D.4	3.0	8.0	34.07927272727272	0.23474679357220601
B.1.177.74	17.0	8.0	75.47898251192368	0.10598977004938047
B.1.1.523	65.0	8.0	219.16434246318477	0.03650228823762169
B.1.1.262	28.0	8.0	108.33299145299146	0.07384638689195074
B.1.527	61.0	8.0	207.17386437945768	0.03861490938522668
B.1.1.144	19.0	8.0	81.44363599615988	0.09822744161836297
B.1.1.318	7.0	8.0	45.79534206695779	0.17469025536053703
B.1.1.43	42.0	8.0	150.23987220447285	0.053248181608622464
B.1.552	41.0	8.0	147.24476218761936	0.05433130442905939
B.1.214.3	49.0	8.0	171.21044002567132	0.046726122535521074
B.1.1.142	29.0	8.0	111.32400936989428	0.07186230576207998
B.1.500	2.0	8.0	31.184615384615384	0.2565367538233843
B.1.590	100.0	8.0	324.1110984141495	0.024682894350558742
B.1.1.370	14.0	7.0	63.498687664041995	0.11023849873930476
B.1.249	4.0	7.0	33.9456005841548	0.20621228906073544
B.1.1.133	86.0	7.0	279.1128880024109	0.02507945817227736
B.1.36.2	53.0	7.0	180.17494334212108	0.0388511291867494
B.1.362.1	3.0	7.0	31.03816425120773	0.22552880200470046
C.20	1.0	7.0	25.289814814814815	0.27679127155566946
B.1.177.47	27.0	7.0	102.30851279709813	0.06842050391136706
B.1.605	26.0	7.0	99.31784203591984	0.07048079032434415
B.1.355	25.0	7.0	96.32775243309003	0.07266856978586989
B.1.563	11.0	7.0	54.58125530110263	0.12824915735968037
B.1.36.22	433.0	7.0	1320.02386349256	0.005302934434442104
B.1.213	41.0	7.0	144.21863940050557	0.04853741533755907
B.1.177.35	648.0	7.0	1965.016030490759	0.0035623119055429604
B.1.578	12.0	7.0	57.5508627535918	0.12163153886973004
B.1.491	10.0	7.0	51.61518350930116	0.1356190082853931
B.1.1.441	12.0	7.0	57.5508627535918	0.12163153886973004
B.1.168	17.0	7.0	72.43661921196433	0.09663620522537877
B.1.210	311.0	7.0	954.0330184869994	0.00733727225825087
AA.6	35.0	7.0	126.24983498349836	0.05544561702528121
B.1.1.95	17.0	7.0	72.43661921196433	0.09663620522537877
B.1.1.272	175.0	7.0	546.0576902759153	0.012819158350215703
B.1.1.5	87.0	7.0	282.11168738484054	0.024812867786122603
B.1.431	10.0	7.0	51.61518350930116	0.1356190082853931
B.1.195	94.0	6.0	300.0899910026992	0.0199940023989205
B.1.467	11.0	6.0	51.527598710717164	0.1164424531731976
B.1.483	3.0	6.0	27.98809523809524	0.21437686091025093
B.1.1.268	37.0	6.0	129.2091893113667	0.04643632571319114
B.1.1.322	14.0	6.0	60.44888337468982	0.09925741659790896
B.1.466.1	28.0	6.0	102.26447749073745	0.05867139936781515
B.1.88.1	150.0	6.0	468.05768993732755	0.01281893264226338
B.1.1.187	84.0	6.0	270.0999876588918	0.022213995831711686
B.1.1.356	39.0	6.0	135.1999013806706	0.044378730596158655
B.1.256	44.0	6.0	150.17992808629646	0.03995207666201756
B.1.151	69.0	6.0	225.1199786780384	0.026652454549940533
B.1.556	77.0	6.0	249.10841800166423	0.024085898213041985
B.1.1.437	19.0	6.0	75.35942675159237	0.07961844003641148
B.12	57.0	6.0	189.1428211768091	0.03172206041270396
B.1.177.73	418.0	6.0	1272.0212262970247	0.004716902419519031
Y.1	54.0	6.0	180.14995836802663	0.03330558638122279
B.1.1.46	77.0	6.0	249.10841800166423	0.024085898213041985
B.1.115	23.0	6.0	87.3099771204445	0.06872066856371951
AA.8	24.0	6.0	90.29966777408639	0.06644542718596624
B.1.603	13.0	6.0	57.47238288027762	0.10439796819454612
B.1.268	81.0	6.0	261.10343461391335	0.022979398983671122
AA.2	59.0	6.0	195.13842878975328	0.030747403457186493
B.1.110.2		5.0	16.454545454545453	0.30386740331491713
B.1.1.169	25.0	5.0	90.24976915974145	0.055401803755863746
N.5	54.0	5.0	177.12708823436392	0.02822831928103679
B.1.188	29.0	5.0	102.2204295615527	0.048913901276351195
B.1.1.242	13.0	5.0	54.41560319891101	0.09188540981017854
R.2	1.0	5.0	19.222943722943725	0.2601058439364936
B.1.1.320	34.0	5.0	117.19220250267182	0.04266495460639548
B.1.1.185	6.0	5.0	33.67721751932278	0.14846832275057104
B.37	23.0	5.0	84.26757333575516	0.05933480462381459
B.1.1.327		5.0	16.454545454545453	0.30386740331491713
B.1.177.83	143.0	5.0	444.0506737479497	0.011259976159473368
B.1.428	328.0	5.0	999.0225223532691	0.0050048921702206895
B.1.401	50.0	5.0	165.13632610164402	0.030278014038670215
B.1.225	33.0	5.0	114.19725471646625	0.043783889660169245
B.1.1.193		5.0	16.454545454545453	0.30386740331491713
B.1.1.116	11.0	5.0	48.467238878143135	0.10316246841647107
B.1.179	210.0	5.0	645.0348830920888	0.007751518764429632
AH.1		5.0	16.454545454545453	0.30386740331491713
AH.3	86.0	5.0	273.0824092910771	0.01830949131062677
B.1.69	16.0	5.0	63.35647178826435	0.07891853600544341
B.1.1.392	12.0	5.0	51.43991524568661	0.09720078223533357
B.1.9.1	23.0	5.0	84.26757333575516	0.05933480462381459
B.1.1.395	13.0	5.0	54.41560319891101	0.09188540981017854
B.1.498	31.0	5.0	108.20819963205408	0.046207219203366824
B.32	23.0	5.0	84.26757333575516	0.05933480462381459
B.1.1.254	41.0	5.0	138.1629793434649	0.03618914432621129
B.1.1.147	1.0	5.0	19.222943722943725	0.2601058439364936
V.1	23.0	4.0	81.22201955717688	0.0492477289016948
B.1.438.3	6.0	4.0	30.596078431372547	0.13073570879261728
B.1.1.263	271.0	4.0	825.0218179894866	0.004848356628613393
B.1.446	26.0	4.0	90.19985218033997	0.044345970678562184
B.1.1.354	79.0	4.0	249.07228216304486	0.01605959509128184
B.1.321	16.0	4.0	60.299502487562194	0.06633553901750795
B.1.334	51.0	4.0	165.10906688290237	0.024226410308749762
B.18	14.0	4.0	54.33265167007498	0.07362055554161544
A.28	62.0	4.0	198.0908951840572	0.020192750385036016
B.1.1.440	33.0	4.0	111.16208330869163	0.03598349258075883
B.1.1.296	38.0	4.0	126.1428032141509	0.03171009283192522
C.31	13.0	4.0	51.352132605619566	0.07789355177748299
B.1.571	51.0	4.0	165.10906688290237	0.024226410308749762
B.1.258.22	134.0	4.0	414.04347673900105	0.009660821205308989
B.1.526	173.0	4.0	531.0338975837906	0.007532475832898877
B.1.1.182	4.0	4.0	24.742424242424242	0.16166564605021433
B.1.1.420	43.0	4.0	141.12762108220983	0.028343140551273908
B.1.1.375	40.0	4.0	132.136316727648	0.030271768572485466
B.1.1.363	128.0	4.0	396.0454528064995	0.010099850842005062
B.1.487	30.0	4.0	102.17636899319314	0.039147995171627946
B.1.513	67.0	4.0	213.08449587072306	0.018771896020190852
B.1.9.4	18.0	4.0	66.27235316124205	0.06035699366624141
B.1.543	29.0	4.0	99.18170707996556	0.0403300176793185
B.1.1.210	111.0	4.0	345.05217128337625	0.011592449875398625
B.1.495	51.0	4.0	165.10906688290237	0.024226410308749762
C.2	17.0	4.0	63.28528431688702	0.06320584703342545
B.1.420	26.0	3.0	87.1550803233398	0.03442140135572351
B.1.221.3	855.0	3.0	2574.0052447516828	0.0011654987906947383
B.1.418	44.0	3.0	141.09572302405832	0.02126216114636209
B.1.1.148	57.0	3.0	180.0749895876718	0.01665972607783721
AA.1	22.0	3.0	75.17985634477255	0.03990430609819325
B.1.1.335	14.0	3.0	51.264250278424626	0.05852031354611652
B.1.462	23.0	3.0	78.17294919103037	0.03837644646959568
B.1.1.334	3.0	3.0	18.74	0.16008537886873
B.1.153	32.0	3.0	105.12851901461767	0.02853650016303248
B.1.1.310	39.0	3.0	126.10711251365457	0.023789300541435895
B.1.39	224.0	3.0	681.0198235961963	0.004405158111489599
B.1.233	40.0	3.0	129.1046228863349	0.02323696807233024
AC.1	9.0	3.0	36.373711340206185	0.082477148728123
B.1.1.426	13.0	3.0	48.28070388349514	0.06213662516684137
C.28	14.0	3.0	51.264250278424626	0.05852031354611652
A.25	21.0	3.0	72.18733766233767	0.041558535016663886
B.1.510	13.0	3.0	48.28070388349514	0.06213662516684137
B.1.1.371	27.0	3.0	90.14991680532445	0.03327790092672402
AA.4	26.0	3.0	87.1550803233398	0.03442140135572351
B.1.363	8.0	3.0	33.407421150278296	0.0898004065176102
B.1.1.397	86.0	3.0	267.0505586067274	0.011233827840135532
B.1.499.1	2.0	3.0	15.883018867924529	0.18888096935138987
B.1.1.347	8.0	3.0	33.407421150278296	0.0898004065176102
B.1.1.160	3.0	3.0	18.74	0.16008537886873
AA.3	24.0	3.0	81.16655258955053	0.03696103757382229
AA.5	36.0	3.0	117.11534672224327	0.025615771834881323
B.1.36.10	108.0	3.0	333.0405388955602	0.00900791239993995
B.1.496	2.0	3.0	15.883018867924529	0.18888096935138987
B.1.177.41	120.0	3.0	369.0365841568597	0.008129275331479993
B.1.252	130.0	3.0	399.03383363017366	0.007518159482136578
B.1.36.26	83.0	3.0	258.05232204468825	0.011625549331350231
B.1.248	21.0	3.0	72.18733766233767	0.041558535016663886
B.1.70	22.0	3.0	75.17985634477255	0.03990430609819325
B.1.177.12	4356.0	3.0	13077.001032346841	0.00022941039712234465
A.2.2	411.0	3.0	1242.0108695335086	0.0024154377981625724
B.1.350	188.0	3.0	573.0235598865266	0.005235386832251848
B.1.572	30.0	3.0	99.13630111291735	0.030261367090779055
B.1.1.297	193.0	3.0	588.0229588848619	0.005101841611234463
B.1.1.403	6.0	3.0	27.496969696969696	0.10910293145250166
B.1.277	27.0	3.0	90.14991680532445	0.03327790092672402
B.1.1.421	23.0	3.0	78.17294919103037	0.03837644646959568
B.1.1.288	481.0	3.0	1452.0092975008165	0.0020661024727345544
B.1.1.425	13.0	3.0	48.28070388349514	0.06213662516684137
A.21	57.0	3.0	180.0749895876718	0.01665972607783721
B.1.562	18.0	3.0	63.214043583535116	0.047457808897094306
B.1.1.385	15.0	3.0	54.24961597542242	0.05529993062732717
B.1.1.408	9.0	3.0	36.373711340206185	0.082477148728123
B.1.1.54	217.0	3.0	660.0204543341538	0.0045453136797502436
B.1.566	34.0	3.0	111.12157725036236	0.026997456967703518
B.1.264.1	13.0	2.0	45.19970501474926	0.04424807638340501
B.1.1.201	15.0	2.0	51.1762677484787	0.03908061466751751
B.1.260	108.0	2.0	330.02727197602	0.006060105239258292
B.1.258.11	1690.0	2.0	5076.001773049438	0.00039401089468069436
B.1.1.230	61.0	2.0	189.04761504937827	0.01057934531190785
B.1.36.36	553.0	2.0	1665.005405399556	0.0012011973015307147
B.1.1.328	8.0	2.0	30.299009900990097	0.06600875759754266
B.1.372	88.0	2.0	270.03333196176055	0.007406493063171995
B.1.1.194	58.0	2.0	180.04999537165602	0.011108025834000357
B.1.221.2	27.0	2.0	87.10340732246704	0.02296121427943416
B.1.1.326	376.0	2.0	1134.0079364894216	0.0017636560870918179
B.1.395	75.0	2.0	231.03895884890827	0.008656548704878527
B.1.284	51.0	2.0	159.05659705902102	0.012574140507091708
B.1.341	31.0	2.0	99.09088128996386	0.020183491901212554
B.1.1.379	26.0	2.0	84.10709736123749	0.023779206068782272
B.1.1.280	178.0	2.0	540.0166664952043	0.0037035893965649694
B.1.333	83.0	2.0	255.03529248953942	0.007842051899864142
B.1.177.46	44.0	2.0	138.06520712246615	0.014485908808480377
B.1.428.2	8.0	2.0	30.299009900990097	0.06600875759754266
B.1.1.374	13.0	2.0	45.19970501474926	0.04424807638340501
B.1.177.24	606.0	2.0	1824.004934206077	0.0010964882618974532
B.1.575.1	166.0	2.0	504.0178569319668	0.003968113376328179
B.1.569	26.0	2.0	84.10709736123749	0.023779206068782272
B.1.1.117	56.0	2.0	174.05171901419277	0.011490837386311094
B.1.1.118	60.0	2.0	186.04838290196736	0.010749891876533215
B.1.1.38	14.0	2.0	48.18725680933852	0.041504749023447356
B.1.1.391	112.0	2.0	342.02631511455405	0.0058475032815242444
B.1.518	24.0	2.0	78.11532780365867	0.025603169777728647
B.1.520	15.0	2.0	51.1762677484787	0.03908061466751751
B.1.180	17.0	2.0	57.157749345740044	0.03499088090229465
B.1.182	135.0	2.0	411.02189742133936	0.004865920800199596
B.1.177.67	45.0	2.0	141.06382015981515	0.014177979851489518
B.1.1.349	20.0	2.0	66.13626991565137	0.030240592681606518
C.18	129.0	2.0	393.02290031856285	0.005088761999310751
B.1.177.59	11.0	2.0	39.23031674208145	0.050980980172781694
AN.1	19.0	2.0	63.14274940745529	0.031674262187953744
B.1.1.467	18.0	2.0	60.1498753117207	0.03325027674014618
A.27	20.0	2.0	66.13626991565137	0.030240592681606518
B.1.116	83.0	2.0	255.03529248953942	0.007842051899864142
B.1.1.447	13.0	2.0	45.19970501474926	0.04424807638340501
L.4	14.0	2.0	48.18725680933852	0.041504749023447356
AE.1	37.0	2.0	117.07690622999428	0.017082788266296143
B.1.1.500	35.0	2.0	111.08106135332412	0.01800486937767407
B.1.1.411	18.0	2.0	60.1498753117207	0.03325027674014618
B.1.1.513	79.0	2.0	243.03703515564735	0.008229198478820922
B.1.1.410	19.0	2.0	63.14274940745529	0.031674262187953744
P.1.2	33.0	2.0	105.08569098112329	0.01903208687431349
B.1.1.72	21.0	2.0	69.13035274815422	0.028930851941203206
D.5	62.0	2.0	192.04687118623383	0.010414124362695489
B.1.1.364	10.0	2.0	36.249425287356324	0.0551732885182484
B.1.1.353	11.0	2.0	39.23031674208145	0.050980980172781694
B.1.1.98	33.0	2.0	105.08569098112329	0.01903208687431349
B.1.470	109.0	2.0	333.0270262958949	0.0060055185978299475
B.1.473	23.0	2.0	75.11993610223642	0.026624090804311232
B.1.177.50	98.0	2.0	300.02999900009996	0.006666000088875558
B.1.1.358	8.0	2.0	30.299009900990097	0.06600875759754266
B.1.499	292.0	2.0	882.0102040422819	0.002267547462414759
B.1.504	24.0	2.0	78.11532780365867	0.025603169777728647
B.1.516	425.0	2.0	1281.0070257482796	0.0015612716868837876
B.1.581	59.0	2.0	183.04917592339746	0.010926025697252859
B.1.511	21.0	2.0	69.13035274815422	0.028930851941203206
B.1.1.63	110.0	2.0	336.0267850025622	0.005951906482647656
AG.1	7.0	1.0	24.18701550387597	0.04134449741596891
B.1.428.3	7.0	1.0	24.18701550387597	0.04134449741596891
B.1.547	15.0	1.0	48.093689083820664	0.020792748883479036
B.1.468	55.0	1.0	168.02678429095215	0.0059514321137540665
B.1.466	17.0	1.0	54.08329053244308	0.01848999922443934
AB.1	80.0	1.0	243.01851804813526	0.0041149127565740795
B.1.459	84.0	1.0	255.01764665176844	0.003921297263657677
B.1.445	59.0	1.0	180.02499884275332	0.005554784093477325
B.1.1.367	10.0	1.0	33.136176580621026	0.030178496833120703
B.1.1.342	12.0	1.0	39.11527115951895	0.025565462550977195
B.1.1.430	13.0	1.0	42.10705198109778	0.023748991034777466
B.1.1.352	7.0	1.0	24.18701550387597	0.04134449741596891
B.1.134	132.0	1.0	399.01127808922797	0.0025061948243387177
AM.1	5.0	1.0	18.248858447488583	0.0547979482046791
B.1.160.28	181.0	1.0	546.0082417167731	0.0018314741859129715
B.1.434	15.0	1.0	48.093689083820664	0.020792748883479036
B.1.1.154	23.0	1.0	72.06248193119397	0.013876846497665882
B.1.432	36.0	1.0	111.04053560680067	0.009005720249234416
B.1.585	10.0	1.0	33.136176580621026	0.030178496833120703
B.1.1.34	52.0	1.0	159.02830020785274	0.006288188949344128
B.4.7	67.0	1.0	204.0220580285309	0.004901430804409187
B.1.1.75	52.0	1.0	159.02830020785274	0.006288188949344128
B.1.1.339	87.0	1.0	264.0170450877162	0.003787634240311125
B.1.1.336	12.0	1.0	39.11527115951895	0.025565462550977195
B.1.424	105.0	1.0	318.01415073350074	0.003144514159805457
B.38	32.0	1.0	99.0454475920286	0.010096375192518008
B.1.1.162	9.0	1.0	30.149751243781097	0.033167769508753976
B.1.177.38	40.0	1.0	123.03658173959082	0.008127664031795994
B.1.110.1	8.0	1.0	27.16632583503749	0.03681027777080772
B.1.618	80.0	1.0	243.01851804813526	0.0041149127565740795
B.4.8	8.0	1.0	27.16632583503749	0.03681027777080772
B.1.1.389	86.0	1.0	261.01724099968646	0.0038311645474836706
B.41	117.0	1.0	354.0127117122545	0.002824757323439875
B.1.194	19.0	1.0	60.07496878901373	0.016645867990577733
B.1.1.461	38.0	1.0	117.03845732534526	0.008544200110397773
B.1.208	20.0	1.0	63.07140160707545	0.01585504641596261
B.1.214	44.0	1.0	135.03333059052636	0.0074055790198376235
B.1.1.177	25.0	1.0	78.05767809426347	0.01281103953402748
AE.5	22.0	1.0	69.06519686332472	0.014479072606988023
B.1.1.93	25.0	1.0	78.05767809426347	0.01281103953402748
B.1.219	59.0	1.0	180.02499884275332	0.005554784093477325
B.1.1.417	63.0	1.0	192.0234365464421	0.0052076976539170705
B.1.287	29.0	1.0	90.04999074588191	0.011104942840271543
B.1.1.485	20.0	1.0	63.07140160707545	0.01585504641596261
B.1.1.319	17.0	1.0	54.08329053244308	0.01848999922443934
C.1	241.0	1.0	726.0061983294679	0.0013773987085798837
B.1.600	77.0	1.0	234.01923024246142	0.004273153103545915
B.1.560	48.0	1.0	147.03061012037543	0.006801304838368623
